"Mod name","Registry name","Item ID","Display name","Exists"
"Additional Lights","additional_lights:fire_pit_l_polished_diorite","additional_lights:fire_pit_l_polished_diorite","Polished Diorite Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_polished_granite","additional_lights:fire_pit_l_polished_granite","Polished Granite Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_red_nether_bricks","additional_lights:fire_pit_l_red_nether_bricks","Red Nether Bricks Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_sandstone","additional_lights:fire_pit_l_sandstone","SandStone Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_smooth_stone","additional_lights:fire_pit_l_smooth_stone","Smooth Stone Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_stone","additional_lights:fire_pit_l_stone","Stone Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_l_stone_bricks","additional_lights:fire_pit_l_stone_bricks","Stone Bricks Fire Pit - L","true"
"Additional Lights","additional_lights:fire_pit_s_cobblestone","additional_lights:fire_pit_s_cobblestone","CobbleStone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_cut_sandstone","additional_lights:fire_pit_s_cut_sandstone","Cut SandStone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_diamond_block","additional_lights:fire_pit_s_diamond_block","Diamond Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_end_stone","additional_lights:fire_pit_s_end_stone","End Stone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_end_stone_bricks","additional_lights:fire_pit_s_end_stone_bricks","End Stone Bricks Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_gold_block","additional_lights:fire_pit_s_gold_block","Gold Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_iron_block","additional_lights:fire_pit_s_iron_block","Iron Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_magenta_wool","additional_lights:fire_pit_s_magenta_wool","Magenta Wool Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_mossy_cobblestone","additional_lights:fire_pit_s_mossy_cobblestone","Mossy CobbleStone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_mossy_stone_bricks","additional_lights:fire_pit_s_mossy_stone_bricks","Mossy Stone Bricks Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_nether_bricks","additional_lights:fire_pit_s_nether_bricks","Nether Bricks Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_packed_ice","additional_lights:fire_pit_s_packed_ice","Ice Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_pink_wool","additional_lights:fire_pit_s_pink_wool","Pink Wool Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_polished_andesite","additional_lights:fire_pit_s_polished_andesite","Polished Andesite Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_polished_blackstone","additional_lights:fire_pit_s_polished_blackstone","Polished BlackStone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_polished_diorite","additional_lights:fire_pit_s_polished_diorite","Polished Diorite Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_polished_granite","additional_lights:fire_pit_s_polished_granite","Polished Granite Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_red_nether_bricks","additional_lights:fire_pit_s_red_nether_bricks","Red Nether Bricks Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_sandstone","additional_lights:fire_pit_s_sandstone","SandStone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_smooth_stone","additional_lights:fire_pit_s_smooth_stone","Smooth Stone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_stone","additional_lights:fire_pit_s_stone","Stone Fire Pit","true"
"Additional Lights","additional_lights:fire_pit_s_stone_bricks","additional_lights:fire_pit_s_stone_bricks","Stone Bricks Fire Pit","true"
"Additional Lights","additional_lights:soul_fire_for_fire_pit_l","additional_lights:soul_fire_for_fire_pit_l","Soul Fire For Fire Pit L","true"
"Additional Lights","additional_lights:soul_fire_for_fire_pit_s","additional_lights:soul_fire_for_fire_pit_s","Soul Fire For Fire Pit","true"
"Additional Lights","additional_lights:soul_fire_for_standing_torch_l","additional_lights:soul_fire_for_standing_torch_l","Soul Fire For Standing Torch L","true"
"Additional Lights","additional_lights:soul_fire_for_standing_torch_s","additional_lights:soul_fire_for_standing_torch_s","Soul Fire For Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_l_cobblestone","additional_lights:standing_torch_l_cobblestone","CobbleStone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_cut_sandstone","additional_lights:standing_torch_l_cut_sandstone","Cut SandStone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_diamond_block","additional_lights:standing_torch_l_diamond_block","Diamond Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_end_stone","additional_lights:standing_torch_l_end_stone","End Stone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_end_stone_bricks","additional_lights:standing_torch_l_end_stone_bricks","End Stone Bricks Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_gold_block","additional_lights:standing_torch_l_gold_block","Gold Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_iron_block","additional_lights:standing_torch_l_iron_block","Iron Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_magenta_wool","additional_lights:standing_torch_l_magenta_wool","Magenta Wool Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_mossy_cobblestone","additional_lights:standing_torch_l_mossy_cobblestone","Mossy CobbleStone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_mossy_stone_bricks","additional_lights:standing_torch_l_mossy_stone_bricks","Mossy Stone Bricks Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_nether_bricks","additional_lights:standing_torch_l_nether_bricks","Nether Bricks Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_packed_ice","additional_lights:standing_torch_l_packed_ice","Ice Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_pink_wool","additional_lights:standing_torch_l_pink_wool","Pink Wool Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_polished_andesite","additional_lights:standing_torch_l_polished_andesite","Polished Andesite Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_polished_blackstone","additional_lights:standing_torch_l_polished_blackstone","Polished BlackStone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_polished_diorite","additional_lights:standing_torch_l_polished_diorite","Polished Diorite Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_polished_granite","additional_lights:standing_torch_l_polished_granite","Polished Granite Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_red_nether_bricks","additional_lights:standing_torch_l_red_nether_bricks","Red Nether Bricks Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_sandstone","additional_lights:standing_torch_l_sandstone","SandStone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_smooth_stone","additional_lights:standing_torch_l_smooth_stone","Smooth Stone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_stone","additional_lights:standing_torch_l_stone","Stone Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_l_stone_bricks","additional_lights:standing_torch_l_stone_bricks","Stone Bricks Standing Torch - L","true"
"Additional Lights","additional_lights:standing_torch_s_cobblestone","additional_lights:standing_torch_s_cobblestone","CobbleStone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_cut_sandstone","additional_lights:standing_torch_s_cut_sandstone","Cut SandStone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_diamond_block","additional_lights:standing_torch_s_diamond_block","Diamond Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_end_stone","additional_lights:standing_torch_s_end_stone","End Stone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_end_stone_bricks","additional_lights:standing_torch_s_end_stone_bricks","End Stone Bricks Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_gold_block","additional_lights:standing_torch_s_gold_block","Gold Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_iron_block","additional_lights:standing_torch_s_iron_block","Iron  Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_magenta_wool","additional_lights:standing_torch_s_magenta_wool","Magenta Wool Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_mossy_cobblestone","additional_lights:standing_torch_s_mossy_cobblestone","Mossy CobbleStone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_mossy_stone_bricks","additional_lights:standing_torch_s_mossy_stone_bricks","Mossy Stone Bricks Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_nether_bricks","additional_lights:standing_torch_s_nether_bricks","Nether Bricks Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_packed_ice","additional_lights:standing_torch_s_packed_ice","Ice Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_pink_wool","additional_lights:standing_torch_s_pink_wool","Pink Wool Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_polished_andesite","additional_lights:standing_torch_s_polished_andesite","Polished Andesite Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_polished_blackstone","additional_lights:standing_torch_s_polished_blackstone","Polished BlackStone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_polished_diorite","additional_lights:standing_torch_s_polished_diorite","Polished Diorite Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_polished_granite","additional_lights:standing_torch_s_polished_granite","Polished Granite Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_red_nether_bricks","additional_lights:standing_torch_s_red_nether_bricks","Red Nether Bricks Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_sandstone","additional_lights:standing_torch_s_sandstone","SandStone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_smooth_stone","additional_lights:standing_torch_s_smooth_stone","Smooth Stone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_stone","additional_lights:standing_torch_s_stone","Stone Standing Torch","true"
"Additional Lights","additional_lights:standing_torch_s_stone_bricks","additional_lights:standing_torch_s_stone_bricks","Stone Bricks Standing Torch","true"
"Atmospheric","atmospheric:aloe_bundle","atmospheric:aloe_bundle","Aloe Bundle","true"
"Atmospheric","atmospheric:aloe_gel_block","atmospheric:aloe_gel_block","Aloe Gel Block","true"
"Atmospheric","atmospheric:aloe_vera","atmospheric:aloe_kernels","Aloe Kernels","true"
"Atmospheric","atmospheric:arid_sand","atmospheric:arid_sand","Arid Sand","true"
"Atmospheric","atmospheric:arid_sandstone","atmospheric:arid_sandstone","Arid Sandstone","true"
"Atmospheric","atmospheric:arid_sandstone_brick_slab","atmospheric:arid_sandstone_brick_slab","Arid Sandstone Brick Slab","true"
"Atmospheric","atmospheric:arid_sandstone_brick_stairs","atmospheric:arid_sandstone_brick_stairs","Arid Sandstone Brick Stairs","true"
"Atmospheric","atmospheric:arid_sandstone_brick_vertical_slab","atmospheric:arid_sandstone_brick_vertical_slab","Arid Sandstone Brick Vertical Slab","true"
"Atmospheric","atmospheric:arid_sandstone_brick_wall","atmospheric:arid_sandstone_brick_wall","Arid Sandstone Brick Wall","true"
"Atmospheric","atmospheric:arid_sandstone_bricks","atmospheric:arid_sandstone_bricks","Arid Sandstone Bricks","true"
"Atmospheric","atmospheric:arid_sandstone_slab","atmospheric:arid_sandstone_slab","Arid Sandstone Slab","true"
"Atmospheric","atmospheric:arid_sandstone_stairs","atmospheric:arid_sandstone_stairs","Arid Sandstone Stairs","true"
"Atmospheric","atmospheric:arid_sandstone_vertical_slab","atmospheric:arid_sandstone_vertical_slab","Arid Sandstone Vertical Slab","true"
"Atmospheric","atmospheric:arid_sandstone_wall","atmospheric:arid_sandstone_wall","Arid Sandstone Wall","true"
"Atmospheric","atmospheric:aspen_beehive","atmospheric:aspen_beehive","Aspen Beehive","true"
"Atmospheric","atmospheric:aspen_bookshelf","atmospheric:aspen_bookshelf","Aspen Bookshelf","true"
"Atmospheric","atmospheric:aspen_button","atmospheric:aspen_button","Aspen Button","true"
"Atmospheric","atmospheric:aspen_chest","atmospheric:aspen_chest","Aspen Chest","true"
"Atmospheric","atmospheric:aspen_door","atmospheric:aspen_door","Aspen Door","true"
"Atmospheric","atmospheric:aspen_fence","atmospheric:aspen_fence","Aspen Fence","true"
"Atmospheric","atmospheric:aspen_fence_gate","atmospheric:aspen_fence_gate","Aspen Fence Gate","true"
"Atmospheric","atmospheric:aspen_ladder","atmospheric:aspen_ladder","Aspen Ladder","true"
"Atmospheric","atmospheric:aspen_leaf_carpet","atmospheric:aspen_leaf_carpet","Aspen Leaf Carpet","true"
"Atmospheric","atmospheric:aspen_leaves","atmospheric:aspen_leaves","Aspen Leaves","true"
"Atmospheric","atmospheric:aspen_log","atmospheric:aspen_log","Aspen Log","true"
"Atmospheric","atmospheric:aspen_planks","atmospheric:aspen_planks","Aspen Planks","true"
"Atmospheric","atmospheric:aspen_pressure_plate","atmospheric:aspen_pressure_plate","Aspen Pressure Plate","true"
"Atmospheric","atmospheric:aspen_sapling","atmospheric:aspen_sapling","Aspen Sapling","true"
"Atmospheric","atmospheric:aspen_sign","atmospheric:aspen_sign","Aspen Sign","true"
"Atmospheric","atmospheric:aspen_slab","atmospheric:aspen_slab","Aspen Slab","true"
"Atmospheric","atmospheric:aspen_stairs","atmospheric:aspen_stairs","Aspen Stairs","true"
"Atmospheric","atmospheric:aspen_trapdoor","atmospheric:aspen_trapdoor","Aspen Trapdoor","true"
"Atmospheric","atmospheric:aspen_trapped_chest","atmospheric:aspen_trapped_chest","Aspen Trapped Chest","true"
"Atmospheric","atmospheric:aspen_vertical_slab","atmospheric:aspen_vertical_slab","Aspen Vertical Slab","true"
"Atmospheric","atmospheric:aspen_wall_sign","atmospheric:aspen_sign","Aspen Sign","true"
"Atmospheric","atmospheric:aspen_wood","atmospheric:aspen_wood","Aspen Wood","true"
"Atmospheric","atmospheric:barrel_cactus","atmospheric:barrel_cactus","Barrel Cactus","true"
"Atmospheric","atmospheric:barrel_cactus_batch","atmospheric:barrel_cactus_batch","Barrel Cactus Batch","true"
"Atmospheric","atmospheric:chiseled_arid_sandstone","atmospheric:chiseled_arid_sandstone","Chiseled Arid Sandstone","true"
"Atmospheric","atmospheric:chiseled_ivory_travertine","atmospheric:chiseled_ivory_travertine","Chiseled Ivory Travertine","true"
"Atmospheric","atmospheric:chiseled_peach_travertine","atmospheric:chiseled_peach_travertine","Chiseled Peach Travertine","true"
"Atmospheric","atmospheric:chiseled_persimmon_travertine","atmospheric:chiseled_persimmon_travertine","Chiseled Persimmon Travertine","true"
"Atmospheric","atmospheric:chiseled_red_arid_sandstone","atmospheric:chiseled_red_arid_sandstone","Chiseled Red Arid Sandstone","true"
"Atmospheric","atmospheric:chiseled_saffron_travertine","atmospheric:chiseled_saffron_travertine","Chiseled Saffron Travertine","true"
"Atmospheric","atmospheric:crustose","atmospheric:crustose","Crustose","true"
"Atmospheric","atmospheric:crustose_log","atmospheric:crustose_log","Crustose Log","true"
"Atmospheric","atmospheric:crustose_wood","atmospheric:crustose_wood","Crustose Wood","true"
"Atmospheric","atmospheric:cut_arid_sandstone","atmospheric:cut_arid_sandstone","Cut Arid Sandstone","true"
"Atmospheric","atmospheric:cut_arid_sandstone_slab","atmospheric:cut_arid_sandstone_slab","Cut Arid Sandstone Slab","true"
"Atmospheric","atmospheric:cut_arid_sandstone_vertical_slab","atmospheric:cut_arid_sandstone_vertical_slab","Cut Arid Sandstone Vertical Slab","true"
"Atmospheric","atmospheric:cut_ivory_travertine","atmospheric:cut_ivory_travertine","Cut Ivory Travertine","true"
"Atmospheric","atmospheric:cut_peach_travertine","atmospheric:cut_peach_travertine","Cut Peach Travertine","true"
"Atmospheric","atmospheric:cut_persimmon_travertine","atmospheric:cut_persimmon_travertine","Cut Persimmon Travertine","true"
"Atmospheric","atmospheric:cut_red_arid_sandstone","atmospheric:cut_red_arid_sandstone","Cut Red Arid Sandstone","true"
"Atmospheric","atmospheric:cut_red_arid_sandstone_slab","atmospheric:cut_red_arid_sandstone_slab","Cut Red Arid Sandstone Slab","true"
